Index	Sentence	spd	gruene	fdp	Most likely
25	Auch die Wirtschaft soll in der Verwaltung einen Verbündeten haben.	0.02950378693640232	0.0027678681071847677	0.967728316783905	fdp
26	Mehr als 30 Jahre nach der Deutsche Einheit bleibt es unsere Aufgabe, die innere Einheit sozial und   wirtschaftlich  zu  vollenden.	0.0025295165833085775	0.6703949570655823	0.3270755112171173	gruene
27	Die  Lebensverhältnisse  in  unseren  Regionen,  in  Städten  und  dem   ländlichen  Raum  sind  nicht  gleich,  aber  sie  sollten  gleichwertig  sein.	0.0002582531305961311	0.9872047901153564	0.012536981143057346	gruene
28	Zu  guten  Lebensbedingungen   gehören  bezahlbares  Wohnen,  schnelles  Internet,  eine  erreichbare  Gesundheitsversorgung  und   alltagstaugliche, nachhaltige Mobilitätsangebote.	1.206021519223376e-14	3.246496635256335e-05	0.9999675750732422	fdp
29	Die Klimaschutzziele von Paris zu erreichen, hat für uns oberste Priorität.	0.8465824127197266	0.15076002478599548	0.002657573902979493	spd
30	Klimaschutz sichert Freiheit,   Gerechtigkeit  und  nachhaltigen  Wohlstand.	4.3674580477428226e-16	0.9997668862342834	0.00023315430735237896	gruene
31	Es  gilt,  die  soziale  Marktwirtschaft  als  eine  sozial-  ökologische Marktwirtschaft neu zu begründen.	0.99775630235672	8.392059680772945e-05	0.0021597971208393574	spd
32	Wir schaffen ein Regelwerk, das den Weg frei macht   für Innovationen und Maßnahmen, um Deutschland auf den 1,5-Grad-Pfad zu bringen.	0.9398748874664307	0.0007721690344624221	0.05935296416282654	spd
33	Wir bringen   neues Tempo in die Energiewende, indem wir Hürden für den Ausbau der Erneuerbaren Energien aus   dem  Weg  räumen.	0.00011897184594999999	0.9977055191993713	0.0021755488123744726	gruene
34	Schritt  für  Schritt  beenden  wir  das  fossile  Zeitalter,  auch,  indem  wir  den   Kohleausstieg idealerweise auf 2030 vorziehen und die Technologie des Verbrennungsmotors hinter   uns lassen.	0.9798921942710876	0.0017607529880478978	0.0183471217751503	spd
35	Unseren  Wohlstand  in  der  Globalisierung  zu  sichern  ist  nur  möglich,  wenn  wir  wirtschaftlich  und   technologisch weiter in der Spitzenliga spielen und die Innovationskräfte unserer Wirtschaft entfalten.	0.009307489730417728	0.015405685640871525	0.9752868413925171	fdp
36	Grundlage  dafür  sind  faire  Wettbewerbsbedingungen;	0.6351551413536072	0.005863254424184561	0.3589816093444824	spd
37	dazu  gehört  auch  eine  faire  Besteuerung  –   national und international – sowie die konsequente Bekämpfung von Steuerhinterziehung.	1.3833134289598092e-05	0.0011239321902394295	0.9988622665405273	fdp
38	In  die  Modernisierung  des  Landes  muss  umfassend  investiert  werden  –  privat  wie  öffentlich.	0.00011070430628024042	0.5970637798309326	0.4028255045413971	gruene
39	Die   öffentlichen Investitionen insbesondere in Klimaschutz, Digitalisierung, Bildung und Forschung werden   wir im Rahmen der bestehenden Schuldenregel des Grundgesetzes gewährleisten, Anreize für private   Investitionen  setzen  und  Raum  für  unternehmerisches  Wagnis  schaffen,  um  so  Wachstum  zu   generieren.	0.0001310813968302682	0.00023558226530440152	0.9996333122253418	fdp
40	Die  nötigen  Fachkräfte  wollen  wir  durch  bessere  Bildungschancen,  gezielte  Weiterbildung,  die   Erhöhung  der  Erwerbsbeteiligung  sowie  durch  eine  Modernisierung  des  Einwanderungsrechts   gewinnen.	0.12662462890148163	0.04072882607579231	0.8326464891433716	fdp
41	Jede und jeder soll das eigene Leben frei und selbstbestimmt gestalten können.	0.9843901991844177	0.010525114834308624	0.005084708333015442	spd
42	Aber die Chancen sind   nicht für alle gleich verteilt.	0.8974451422691345	0.009257475845515728	0.09329741448163986	spd
43	Deshalb müssen die Grundlagen für soziale Aufstiegschancen schon in Kita   und Schule gelegt werden.	0.9893331527709961	0.0027662129141390324	0.00790058821439743	spd
44	Wir konzentrieren uns auf die Bereiche, in denen Unterstützung besonders   gebraucht wird und wollen enger mit den Ländern zusammenarbeiten.	0.0002376898191869259	0.010488062165677547	0.9892742037773132	fdp
45	Wir wollen Familien stärken   und mehr Kinder aus der Armut holen.	0.009527904912829399	0.7467769384384155	0.24369513988494873	gruene
46	Dafür führen wir eine Kindergrundsicherung ein.	0.1025724858045578	0.009048499166965485	0.8883790373802185	fdp
47	Kinder haben   eigene Rechte, die wir im Grundgesetz verankern werden.	0.17216728627681732	0.8202429413795471	0.007589870598167181	gruene
48	Berufsbiographien  sind  häufig  von  Brüchen  geprägt,  gerade  in  Zeiten  des  Wandels.	9.584303128917782e-09	0.13798773288726807	0.8620122671127319	fdp
49	Wir  wollen   Sicherheit auch im Übergang geben und dazu ermutigen, Neues zu wagen.	0.046975113451480865	0.8571643233299255	0.0958605706691742	gruene
50	Leistung muss anerkannt   und Arbeit gerecht bezahlt werden.	0.001007272396236658	0.0021928155329078436	0.9967999458312988	fdp
51	Darum werden wir den Mindestlohn auf 12 Euro anheben und uns   für  Entgeltgleichheit  von  Frauen  und  Männern  einsetzen.	0.04743314906954765	0.0028288911562412977	0.9497379660606384	fdp
52	Wir  halten  das  Rentenniveau  stabil,   erweitern  die  gesetzliche  Rentenversicherung  um  eine  teilweise  Kapitaldeckung  und  werden  das   System der privaten Altersvorsorge grundlegend reformieren.	8.713565193829709e-07	0.009534843266010284	0.9904642105102539	fdp
53	Wir lösen die Grundsicherung durch ein   neues Bürgergeld ab, damit die Würde des Einzelnen geachtet und gesellschaftliche Teilhabe besser   gefördert wird.    und Bürger.	3.3529452139191562e-06	0.001892179949209094	0.998104453086853	fdp
54	Die  Kraft  unserer  Republik  liegt  in  der  freiheitlichen  Vielfalt  und  im  demokratischen  und  sozialen   Zusammenhalt.	0.8211979866027832	0.17434062063694	0.00446140905842185	spd
55	Sicherheit  und  Freiheit  bedingen  einander.	0.997245192527771	0.0004966082633472979	0.002258225344121456	spd
56	Die  Sicherheitsbehörden  und  ihre   Beschäftigten verdienen Respekt und Unterstützung.	0.9951425790786743	6.329692405415699e-05	0.004794110078364611	spd
57	Wir wollen ihre Strukturen und Zusammenarbeit   effizienter machen.	0.9927999973297119	0.0020764274522662163	0.005123535171151161	spd
58	Wir verteidigen unseren Rechtsstaat und sichern den Schutz unserer Bürgerinnen   Unsere  Maxime  ist  eine  freie  Gesellschaft,  in  der  die  Gleichstellung  von  Frauen  und  Männern   verwirklicht  ist  sowie  unterschiedliche  Lebensentwürfe  und  Biografien  ihren  Platz  haben.	0.0022780862636864185	0.6048521995544434	0.3928698003292084	gruene
59	Uns   verbindet  das  Verständnis  von  Deutschland  als  vielfältige  Einwanderungsgesellschaft.	1.654315006389329e-18	0.9997989535331726	0.0002010152820730582	gruene
60	Um  der   gesellschaftlichen Wirklichkeit Rechnung zu tragen, ermöglichen wir gleichberechtigte Teilhabe und   modernisieren die Rechtsnormen – vom Familienrecht bis hin zum Staatsbürgerschaftsrecht.	0.0014579937560483813	0.0027725612744688988	0.9957695007324219	fdp
61	Jeglicher   Diskriminierung wirken wir entgegen.	0.0004647551104426384	0.8338428139686584	0.16569237411022186	gruene
62	Eine starke Demokratie lebt von den Menschen, die sie tragen.	0.025490665808320045	0.0014049399178475142	0.9731043577194214	fdp
63	Sie braucht eine vielfältige Kultur und   freie  Medien.	2.6461725610715803e-06	0.000449823826784268	0.99954754114151	fdp
64	Ehrenamt  und  demokratisches  Engagement  stärken  den  gesellschaftlichen   Zusammenhalt.	0.16030484437942505	0.20279763638973236	0.6368975639343262	fdp
65	Sie verlässlich zu fördern, ist unsere Aufgabe.	0.97196364402771	0.008115937933325768	0.0199204683303833	spd
66	Die  großen  Herausforderungen  unserer  Zeit  lassen  sich  nur  in  internationaler  Kooperation  und   gemeinsam in einer starken Europäischen Union bewältigen.	0.0009865629253908992	0.9255372881889343	0.07347612828016281	gruene
67	Wir stehen zur globalen Verantwortung   Deutschlands  als  einer  großen  Industrienation  in  der  Welt.	0.9783398509025574	0.00010310676589142531	0.02155706286430359	spd
68	Der  Einsatz  für  Frieden,  Freiheit,   Menschenrechte, Demokratie, Rechtsstaatlichkeit und Nachhaltigkeit ist für uns unverzichtbarer Teil   einer  erfolgreichen  und  glaubwürdigen  Außenpolitik.	0.892557680606842	0.024723447859287262	0.0827188640832901	spd
69	Wir  bekennen  uns  zu  unserer  humanitären   Schutzverantwortung und wollen die Verfahren zu Flucht und Migration ordnen.	0.0020435333717614412	0.6768711805343628	0.3210853040218353	gruene
70	Wir handeln dabei im europäischen Selbstverständnis und in Abstimmung mit unseren internationalen   Partnern.	3.2232655939878896e-06	2.503596078895498e-05	0.9999717473983765	fdp
71	Die strategische Souveränität der Europäischen Union wollen wir erhöhen, indem wir unsere   Außen-,  Sicherheits-,  Entwicklungs-  und  Handelspolitik  wertebasiert  und  als  Basis  gemeinsamer   europäischer Interessen ausrichten.	0.006699249614030123	0.9162550568580627	0.07704567164182663	gruene
72	Wie wir arbeiten wollen    Deutschland  ist  vielfältig  und  die  Gesellschaft  ist  freier  und  reicher  an  Perspektiven,  aber  auch   komplexer und widersprüchlicher geworden.	0.210241436958313	0.6672270894050598	0.12253140658140182	gruene
73	Gemeinsinn, Solidarität und Zusammenhalt sind neu zu   bestimmen.	0.9907235503196716	0.001109220669604838	0.008167184889316559	spd
74	Das  gelingt  nicht,  indem  man  über  Unterschiede  hinweggeht,  sondern  indem  die   unterschiedlichen Stimmen in unserem Land gleichberechtigt Gehör finden.	0.7897191643714905	0.1864834725856781	0.023797323927283287	spd
75	In diesem Sinne spiegelt eine Koalition aus unseren drei so unterschiedlichen Parteien auch einen Teil   der  komplexen  gesellschaftlichen  Wirklichkeit  wider.	0.00021353836928028613	0.653756856918335	0.3460295796394348	gruene
76	Wenn  wir  es  schaffen,  gemeinsam  die  Dinge   voranzutreiben, kann das ein ermutigendes Signal in die Gesellschaft hinein sein: dass Zusammenhalt   und Fortschritt auch bei unterschiedlichen Sichtweisen gelingen können.	9.389398655912373e-06	0.013153214007616043	0.9868373870849609	fdp
77	Wir wollen eine Kultur des Respekts befördern – Respekt für andere Meinungen, für Gegenargumente   und Streit, für andere Lebenswelten und Einstellungen.	3.067795546485286e-07	0.9068600535392761	0.09313962608575821	gruene
78	Der vorliegende Koalitionsvertrag zeigt, dass   wir  tragfähige  gemeinsame  Lösungen  gefunden  haben.	0.7732630372047424	0.0012833786895498633	0.22545355558395386	spd
79	Er  bildet  die  Arbeitsgrundlage  für  unsere   Koalition.	0.9923100471496582	0.007457536179572344	0.00023238752328325063	spd
80	II.	0.9763196706771851	0.02026715874671936	0.003413178725168109	spd
81	Moderner Staat, digitaler Aufbruch und Innovationen    Deutschland muss handlungs- und leistungsfähig sein, insbesondere in Krisenzeiten.	0.9882100820541382	0.0001373284321743995	0.011652601882815361	spd
82	Der Staat muss   vorausschauend  für seine Bürgerinnen  und  Bürger  arbeiten.	0.0016593753825873137	0.17652654647827148	0.8218140602111816	fdp
83	Dazu wollen wir ihn  modernisieren,  so   dass  er  Chancen  ermöglicht  und  Sicherheit  gibt.	1.1521197848196607e-05	0.9989207983016968	0.0010676666861400008	gruene
84	Ein  Staat,  der  die  Kooperation  mit  Wirtschaft  und   Zivilgesellschaft sucht, mehr Transparenz und Teilhabe in seinen Entscheidungen bietet und mit einer   unkomplizierten, schnellen und digitalen Verwaltung das Leben der Menschen einfacher macht.	9.804454137452012e-09	0.003840992460027337	0.9961589574813843	fdp
85	Für  die  vor  uns  liegenden  Aufgaben  braucht  es  Tempo  beim  Infrastrukturausbau.	8.710555887692095e-11	0.009967446327209473	0.9900325536727905	fdp
86	Die  Verfahren,   Entscheidungen und Umsetzungen müssen deutlich schneller werden.	8.922414451717486e-08	0.6516126394271851	0.34838733077049255	gruene
87	Wir werden deshalb Planungs-   und  Genehmigungsverfahren  modernisieren,  entbürokratisieren  und  digitalisieren  sowie  die   Personalkapazitäten verbessern.	0.0027621921617537737	0.993821382522583	0.0034164399839937687	gruene
88	Indem wir Bürgerinnen und Bürger früher beteiligen, machen wir die   Planungen schneller und effektiver.	0.9965292811393738	0.0003135991864837706	0.0031571476720273495	spd
89	Wir wollen das Potenzial der Digitalisierung in Staat und Gesellschaft besser nutzen.	3.0647132120975584e-07	0.9833278656005859	0.01667170785367489	gruene
90	Unser Ziel ist die   flächendeckende Versorgung mit Glasfaser und dem neuesten Mobilfunkstandard.	0.00021016315440647304	0.9960929751396179	0.0036967925261706114	gruene
91	Wir werden digitale   Schlüsseltechnologien fördern und die Bedingungen für Start-ups am Technologiestandort verbessern.	0.007720974273979664	8.94445474841632e-05	0.9921896457672119	fdp
92	Wir  haben  Lust  auf  Neues  und  werden  technologische,  digitale,  soziale  und  nachhaltige   Innovationskraft  befördern.	0.33764705061912537	0.6108608245849609	0.05149214342236519	gruene
93	Durch  bessere  Rahmenbedingungen  für  Hochschule,  Wissenschaft  und   Forschung  wollen  wir  den  Wissenschaftsstandort  kreativer  und  wettbewerbsfähiger  machen.	0.812536358833313	0.049971647560596466	0.1374920755624771	spd
94	Wissenschafts- und Forschungsfreiheit sind der Schlüssel für kreative Ideen, die dazu beitragen, die   großen Herausforderungen unserer Zeit zu bewältigen.	0.022181572392582893	0.9556516408920288	0.022166790440678596	gruene
95	Moderner Staat und Demokratie    Wir wollen einen grundlegenden Wandel hin zu einem ermöglichenden, lernenden und digitalen Staat,   der vorausschauend für die Bürgerinnen und Bürger arbeitet.	1.743267290521544e-07	0.00466154282912612	0.9953383207321167	fdp
96	Es geht darum, das Leben einfacher zu   machen.	0.008162937127053738	0.07913454622030258	0.9127025604248047	fdp
97	Staatliches  Handeln  soll  schneller  und  effektiver  werden  und  wirtschaftliche  wie   gesellschaftliche  Innovationsprozesse  befördern  und  einbinden.	0.07424663752317429	0.8881744742393494	0.03757886588573456	gruene
98	Wir  wollen  eine  neue  Kultur  der   Zusammenarbeit etablieren, die auch aus der Kraft der Zivilgesellschaft heraus gespeist wird.	0.0008099034894257784	0.9294684529304504	0.06972157210111618	gruene
99	Verwaltungsmodernisierung   Die  Verwaltung  soll  agiler  und  digitaler  werden.	0.00023424223763868213	0.9416400790214539	0.05812566354870796	gruene
100	Sie  muss  auf  interdisziplinäre  und  kreative   Problemlösungen  setzen.	6.373183623509249e-06	9.672513988334686e-05	0.9998968839645386	fdp
101	Wir  werden  sie  konsequent  aus  der  Nutzungsperspektive  heraus  denken.	0.00045332458103075624	0.9323380589485168	0.06720863282680511	gruene
102	Wir wollen das Silodenken überwinden und werden feste ressort- und behördenübergreifende agile   Projektteams  und  Innovationseinheiten  mit  konkreten  Kompetenzen  ausstatten.	0.9495242238044739	0.04636633023619652	0.004109477624297142	spd
103	Wir  werden   proaktives  Verwaltungshandeln  durch  antragslose  und  automatisierte  Verfahren  gesetzlich   verankern.	2.1907266273046844e-05	0.003499563317745924	0.9964784979820251	fdp
104	Von der Leitung der Ministerien und den Führungskräften im Öffentlichen Dienst erwarten wir, dass   sie  eine moderne  Führungs-  und  Verwaltungskultur vorantreiben  und  für  digitale  Lösungen  sorgen.	0.030587537214159966	0.9594708681106567	0.009941594675183296	gruene
105	Eigeninitiative und Mut der Beschäftigten müssen wertgeschätzt und belohnt werden.	0.5572270750999451	0.21047863364219666	0.2322942614555359	spd
106	Die Modernisierung des Staates gelingt nur mit einem starken Öffentlichen Dienst.	0.8514137864112854	0.14009253680706024	0.008493748493492603	spd
107	Diesen werden wir   attraktiver  gestalten.	0.09067077189683914	0.0008947893511503935	0.9084344506263733	fdp
108	Der  Staat  muss  bei  Vielfalt,  Gleichstellung  und  flexiblen  sowie  digitalen   Arbeitsbedingungen  Vorbild  sein.	3.911779003828997e-06	0.008488740772008896	0.9915072917938232	fdp
109	Wir  fördern  und  vereinfachen  den  Personalaustausch  und  die   Rotation zwischen verschiedenen Behörden, zwischen Bund und Ländern sowie zwischen Verwaltung   und  Privatwirtschaft.	0.01731139048933983	0.3362675607204437	0.6464210748672485	fdp
110	Die  Einstellungsvoraussetzungen  flexibilisieren  wir  in  Richtung  praktischer   Berufserfahrungen  und  stärken  das  Instrument  des  Altersgeldes.	0.0006183537770994008	0.021767113357782364	0.9776145219802856	fdp
111	Die  Digitalisierung  wird  zu  einem   allgemeinen  und  behördenübergreifenden  Kernbestandteil  der  Ausbildung.	0.0005634779809042811	0.9824050068855286	0.01703156903386116	gruene
112	Um  die  Integrität  des   Öffentlichen Dienstes sicherzustellen, werden wir dafür sorgen, dass Verfassungsfeinde schneller als   bisher aus dem Dienst entfernt werden können.	3.3782911486923695e-05	0.013889619149267673	0.9860765933990479	fdp
113	Lebendige Demokratie   Demokratie lebt vom Vertrauen in alle staatlichen Institutionen und Verfassungsorgane.	0.012385907582938671	0.8107375502586365	0.17687653005123138	gruene
114	Wir werden   daher das Parlament als Ort der Debatte und der Gesetzgebung stärken.	0.2905771732330322	0.548467755317688	0.16095508635044098	gruene
115	Wir wollen die Qualität der Gesetzgebung verbessern.	2.4484080540787545e-07	0.0014686605427414179	0.9985311031341553	fdp
116	Dazu werden wir neue Vorhaben frühzeitig und   ressortübergreifend, auch in neuen Formaten, diskutieren.	0.9221711158752441	0.06277766823768616	0.015051214955747128	spd
117	Wir werden dabei die Praxis und betroffene   Kreise aus der Gesellschaft und Vertreterinnen und Vertreter des Parlaments besser einbinden sowie   die  Erfahrungen  und  Erfordernisse  von  Ländern  und  Kommunen  bei  der  konkreten   Gesetzesausführung berücksichtigen.	0.4048573970794678	0.24616806209087372	0.3489745855331421	spd
118	Im Vorfeld des Gesetzgebungsverfahrens soll die Möglichkeit der   digitalen Ausführung geprüft werden (Digitalcheck).	3.7955767766106874e-05	0.31964820623397827	0.6803138852119446	fdp
119	Wir werden ein Zentrum für Legistik errichten.	0.7879183888435364	0.00045340118231251836	0.21162815392017365	spd
120	Wir werden ein digitales Gesetzgebungsportal schaffen, über das einsehbar ist, in welcher Phase sich   Vorhaben  befinden.	0.00011631334928097203	4.343304317444563e-05	0.999840259552002	fdp
121	Dort  werden  wir  öffentliche  Kommentierungsmöglichkeiten  erproben.	0.9981375932693481	0.0005991338402964175	0.0012632888974621892	spd
122	Gesetzentwürfen der Bundesregierung wird künftig eine Synopse beigefügt, die die aktuelle Rechtslage   den  geplanten  Änderungen  gegenüberstellt.	0.9892774820327759	0.00697475578635931	0.0037477687001228333	spd
123	Wir  wollen  Gesetze  verständlicher  machen.	0.9662264585494995	5.8077032008441165e-05	0.033715490251779556	spd
124	Die   Barrierefreiheit in den Angeboten von Bundestag und Bundesregierung werden wir ausbauen.	0.8889620900154114	0.10037579387426376	0.010662117972970009	spd
125	Wir wollen die Entscheidungsfindung verbessern, indem wir neue Formen des Bürgerdialogs wie etwa   Bürgerräte  nutzen,  ohne  das  Prinzip  der  Repräsentation  aufzugeben.	0.0008107643225230277	0.09583815932273865	0.9033511281013489	fdp
126	Wir  werden  Bürgerräte  zu   konkreten  Fragestellungen  durch den  Bundestag  einsetzen  und organisieren.	0.00013847844093106687	0.01091955229640007	0.9889419078826904	fdp
127	Dabei  werden wir  auf   gleichberechtigte  Teilhabe  achten.	0.0003751066396944225	0.0004212292260490358	0.9992037415504456	fdp
128	Eine  Befassung  des  Bundestages  mit  den  Ergebnissen  wird   sichergestellt.	2.166976082662586e-05	0.8902167081832886	0.10976167768239975	gruene
129	Das  Petitionsverfahren  werden  wir  insgesamt  stärken  und  digitalisieren  und  die   Möglichkeit schaffen öffentliche Petitionen in Ausschüssen und im Plenum zu beraten.	0.5075055360794067	0.3767423927783966	0.11575198173522949	spd
130	Transparenz    Wir  wollen  durch  mehr  Transparenz  unsere  Demokratie  stärken.	4.2596415283924216e-08	0.9997720122337341	0.00022800287115387619	gruene
131	Uns  leiten  die  Prinzipien  offenen   Regierungshandelns  –  Transparenz,  Partizipation  und  Zusammenarbeit.	0.9956081509590149	0.0009769091848284006	0.003414902603253722	spd
132	Wir  werden  das   Lobbyregistergesetz nachschärfen, Kontakte zu Ministerien ab Referentenebene einbeziehen und den   Kreis  der  eintragungspflichtigen  Interessenvertretungen  grundrechtsschonend  und  differenziert   erweitern.	0.0005494255456142128	0.14985476434230804	0.8495957851409912	fdp
133	Für  Gesetzentwürfe  der  Bundesregierung  und  aus  dem  Bundestag  werden  wir  Einflüsse   Dritter   im  Rahmen  der  Vorbereitung  von  Gesetzesvorhaben  und  bei  der  Erstellung  von   Gesetzentwürfen umfassend offenlegen (sog. Fußabdruck).	0.11315588653087616	0.012223090045154095	0.8746210932731628	fdp
134	Die Regelung findet ihre Grenzen in der   Freiheit  des  Mandats.	2.3088777822977136e-07	0.9765917658805847	0.02340802364051342	gruene
135	Wir  wollen  die  Nationalen  Aktionspläne  im  Rahmen  der  Open-Government-  Partnership (OGP) Deutschlands umsetzen und weiterentwickeln.	0.13845308125019073	0.8439391851425171	0.017607679590582848	gruene
136	Wir  werden  den  Straftatbestand  der  Abgeordnetenbestechung  und  -bestechlichkeit  wirksamer   ausgestalten.	0.0013376186834648252	0.8585242629051208	0.14013807475566864	gruene
137	Parteiensponsoring werden wir ab einer Bagatellgrenze veröffentlichungspflichtig machen.	0.9967514276504517	0.0014638815773651004	0.0017846539849415421	spd
138	Die Pflicht   zur  sofortigen  Veröffentlichung  von  Zuwendungen  an  Parteien  wird  auf  35.000  Euro  herabgesetzt.	0.19076859951019287	0.00027947829221375287	0.8089519143104553	fdp
139	Spenden  und  Mitgliedsbeiträge,  die  in  der  Summe  7.500  Euro  pro  Jahr  überschreiten,  werden  im   Rechenschaftsbericht  veröffentlichungspflichtig.	0.12972456216812134	0.66201251745224	0.20826293528079987	gruene
140	Wir  schützen  die   Integrität  des  politischen   Wettbewerbs  vor  einer  Beeinträchtigung  durch  verdeckte  Wahlkampffinanzierung  mittels  so   genannter Parallelaktionen.	0.0002190277591580525	1.8003944205702282e-05	0.9997629523277283	fdp
141	Die Bundestagsverwaltung wird für ihre Aufsichts- und Kontrollfunktion in   den Bereichen Transparenz und Parteienfinanzierung personell und finanziell besser ausgestattet.	3.53078604575785e-07	0.0026674456894397736	0.9973322153091431	fdp
142	Wir   wollen das Parteiengesetz auf den Stand der Zeit bringen und dabei insbesondere den Parteien mehr    digitale  Beschlussfassungen  und  im  Rahmen  der  verfassungsrechtlichen  Grenzen  digitale  Wahlen   ermöglichen.	0.7506542801856995	0.15395289659500122	0.0953928530216217	spd
143	Dies soll unter Einbeziehung möglichst aller demokratischen Fraktionen geschehen.	0.8034378886222839	0.000267502706265077	0.19629459083080292	spd
144	Politische Bildung und Demokratieförderung sind mehr gefordert denn je, denn auch in Deutschland   steht  die  pluralistische,  freiheitliche  Demokratie  unter  Druck.	0.00038642040453851223	0.7589893341064453	0.24062423408031464	gruene
145	Akteurinnen  und  Akteure  der   nachhaltigen Demokratieförderung, die auf Basis von Respekt, Toleranz, Würde und Menschenrechten   arbeiten, werden auch in Zukunft mit öffentlichen Mitteln gefördert.	3.2057078346026113e-12	0.007962645962834358	0.992037296295166	fdp
146	Die Arbeit und Finanzierung der   politischen Stiftungen wollen wir rechtlich besser absichern.	5.653107759684417e-09	0.7836687564849854	0.21633128821849823	gruene
